42474751	3	20	7	1	1	8	2638	1	1.053e-08	0.88298	149.985	827.381	302.968
42389115	2	20	7	1	4	2	1159	3	8.488e-09	1.40005	605.029	526.214	121.264
42389116	6	20	7	1	4	2	1095	3	8.488e-09	0.662537	607.644	526.051	119.692
42483963	2	10	7	1	4	1	1182	1	8.532e-09	1.38474	673.852	589.416	135.438
42483964	8	10	7	1	4	1	1118	1	8.532e-09	0.181338	672.857	593.822	134.477
42399713	3	20	7	1	1	8	1097	4	1.545e-07	1.47226	162.188	796.402	-116.628
42399714	11	20	7	1	1	8	1033	4	1.545e-07	0.099026	158.571	800.047	-115.17
42399715	16	20	7	1	1	8	1097	4	1.545e-07	0.0134464	158.274	800.4	-115.515
42688451	2	10	7	1	5	8	4954	1	2.806e-09	0.283381	684.432	570.418	660.82
42711761	3	20	7	1	5	3	5771	3	2.163e-09	1.3763	701.082	445.632	767.031
42606046	3	20	7	1	2	1	1783	3	1.078e-08	1.73372	474.159	873.862	230.272
42484183	3	20	7	1	3	5	2831	3	6.377e-09	1.12151	483.3	692.956	322.805
42554087	2	10	7	1	3	4	2786	1	6.4e-09	1.37364	522.025	745.716	346.702
42554087	4	10	7	1	3	4	2850	1	6.4e-09	1.2315	521.052	745.572	348.013
42554087	8	10	7	1	3	4	2846	1	6.4e-09	0.34652	519.001	745.412	350.56
42539381	2	10	7	1	2	1	3476	2	0.0001813	1.41207	419.983	752.715	-419.69
42539381	4	10	7	1	2	1	3480	2	0.0001813	1.0096	418.863	753.882	-419.808
42537961	2	10	7	1	2	1	3540	2	0.0001831	0.991495	421.155	751.585	-421.409
42537962	4	10	7	1	2	1	3476	2	0.0001831	0.964555	420.884	752.513	-420.412
42537962	6	10	7	1	2	1	3480	2	0.0001831	0.685354	420.699	753.195	-419.631
42686484	2	10	7	1	4	6	5520	2	2.71e-07	0.999461	573.214	609.146	-726.528
42482825	3	20	7	1	5	1	2831	3	4.1e-09	0.845309	728.742	421.618	325.87
42423657	2	10	7	1	4	6	2310	1	6.425e-09	1.20598	556.37	583.621	247.432
42423657	4	10	7	1	4	6	2246	1	6.425e-09	1.09191	555.656	584.248	246.265
42492483	2	10	7	1	3	6	2455	3	7.601e-09	1.2687	473.332	727.312	285.966
42426938	3	20	7	1	3	7	2439	3	7.585e-09	1.42306	436.9	674.909	263.301
42426938	9	20	7	1	3	7	2375	3	7.585e-09	0.339689	434.814	673.675	259.676
42485404	2	10	7	1	4	7	480	2	2.285e-08	1.26045	595.989	679.692	-52.8153
42405507	2	10	7	1	4	3	714	1	1.066e-08	1.42335	603.927	560.645	79.81
42534216	3	20	7	1	1	8	4172	2	1.759e-07	0.723243	149.887	803.939	-493.267
42533763	3	20	7	1	1	8	4172	2	1.766e-07	1.35283	150.292	804.656	-495.014
42533764	8	20	7	1	1	8	4236	2	1.766e-07	0.415661	152.815	804.047	-497.785
42555677	3	20	7	1	4	4	3485	4	4.699e-07	0.8306	633.427	616.117	-428.152
42378628	2	20	7	1	4	6	8	2	1.741e-08	1.70287	549.363	582.685	-5.55772
42481730	3	20	7	1	1	6	2894	1	9.463e-09	0.839789	186.127	818.601	333.237
42470294	3	20	7	1	1	8	795	3	3.067e-08	1.36562	164.648	871.914	90.679
42446818	2	10	7	1	1	1	2380	2	1.551e-06	1.22913	276.731	777.167	-265.829
42500621	3	20	7	1	1	1	2393	4	1.554e-06	1.22069	294.101	827.633	-284.546
42500622	5	20	7	1	1	1	2397	4	1.554e-06	0.728605	293.537	829.369	-285.075
42500623	12	20	7	1	1	1	2461	4	1.554e-06	0.0230171	292.338	831.718	-286.483
42617446	2	10	7	1	5	4	3874	1	3.463e-09	1.05011	744.993	521.817	494.658
42617447	4	10	7	1	5	4	3870	1	3.463e-09	0.576598	743.507	521.238	494.069
42396332	2	20	7	1	3	1	1542	1	9.568e-09	1.3642	513.421	614.116	163.143
42396334	11	20	7	1	3	1	1606	1	9.568e-09	0.0273873	512.551	615.266	168.255
42447406	3	20	7	1	3	1	1555	3	9.617e-09	0.817892	546.272	653.959	173.715
42623742	2	10	7	1	2	4	5132	2	1.242e-07	1.39287	359.603	739.957	-643.867
42702455	3	20	7	1	2	3	5148	2	1.251e-07	0.919514	389.521	796.334	-693.57
42751094	3	20	7	1	1	8	5842	1	3.712e-09	1.00261	152.108	839.689	798.532
42752092	3	20	7	1	1	8	5842	1	3.706e-09	1.00368	150.894	841.574	801.507
42611183	2	10	7	1	4	1	3053	4	2.105e-07	1.30527	713.568	632.034	-394.223
42477245	2	10	7	1	4	2	3020	2	2.103e-07	1.32963	618.488	550.813	-342.843
42651618	2	10	7	1	3	8	5386	1	3.377e-09	1.25599	423.593	706.565	685.515
42651618	4	10	7	1	3	8	5322	1	3.377e-09	1.14392	424.045	707.979	684.903
42529424	2	10	7	1	5	1	2462	1	4.929e-09	1.16353	771.012	467.833	294.296
42724060	2	10	7	1	1	7	6086	1	3.411e-09	1.38408	172.833	790.159	808.6
42724060	5	10	7	1	1	7	6022	1	3.411e-09	0.844467	172.123	791.308	806.809
42725063	2	10	7	1	1	7	6086	1	3.411e-09	0.849222	172.966	788.561	809.237
42603555	3	20	7	1	4	4	5065	4	4.38e-07	0.933562	590.738	558.88	-623.015
42603555	7	20	7	1	4	4	5001	4	4.38e-07	0.2786	591.671	560.407	-621.262
42604228	3	20	7	1	4	4	5065	4	4.37e-07	0.963162	588.509	556.937	-624.838
42689486	3	20	7	1	4	8	5083	3	3.248e-09	0.543231	576.596	667.675	673.775
42689486	5	20	7	1	4	8	5019	3	3.248e-09	0.475165	576.862	668.563	673.413
42572352	2	10	7	1	1	2	3483	3	7.45e-09	0.170629	271.796	850.757	433.456
42623724	3	20	7	1	2	2	5067	3	3.837e-09	1.16773	401.336	727.942	637.074
42623724	7	20	7	1	2	2	5071	3	3.837e-09	0.357171	401.602	729.731	639.344
42654421	3	20	7	1	5	4	5387	3	2.49e-09	0.973104	686.911	456.71	687.589
42654423	10	20	7	1	5	4	5323	3	2.49e-09	0.0657558	686.014	460.295	686.63
42739945	2	10	7	1	5	3	5403	3	2.483e-09	0.957525	742.695	491.466	742.613
42739945	6	10	7	1	5	3	5339	3	2.483e-09	0.422437	743.949	491.616	740.917
42478827	3	10	7	1	2	6	2136	2	7.486e-07	1.18557	335.832	796.342	-242.239
42414282	3	20	7	1	2	7	2121	4	7.498e-07	1.22838	313.047	739.875	-224.504
42414282	5	20	7	1	2	7	2057	4	7.498e-07	1.0575	311.977	739.687	-223.468
42466531	2	20	7	1	5	6	3398	1	4.118e-09	1.03569	644.481	474.835	381.96
42522883	2	10	7	1	1	5	3980	2	1.729e-07	0.152187	208.896	795.913	-463.119
42522883	4	10	7	1	1	5	3916	2	1.729e-07	0.122628	208.766	795.764	-462.537
42528258	3	20	7	1	1	1	3791	3	6.556e-09	1.40698	286.975	785.925	443.318
42528258	5	20	7	1	1	1	3727	3	6.556e-09	1.24859	286.519	785.816	441.703
42544668	3	20	7	1	2	8	3794	1	6.534e-09	1.42239	294.535	798.508	454.021
42692620	3	20	7	1	2	3	4771	3	4.385e-09	0.811041	410.005	814.437	639.534
42439182	3	20	7	1	5	7	2061	4	6.55e-08	0.16442	658.245	502.028	-227.895
42431095	2	10	7	1	5	1	276	2	1.454e-08	1.10912	732.646	433.924	-28.1885
42431095	4	10	7	1	5	1	212	2	1.454e-08	1.03455	732.116	434.186	-26.9053
42515028	2	10	7	1	2	7	4103	3	5.733e-09	1.27705	308.877	745.678	473.21
42443838	3	20	7	1	3	4	2760	2	8.921e-07	1.39589	472.815	657.888	-301.971
42443838	6	20	7	1	3	4	2696	2	8.921e-07	0.787821	474.818	657.069	-300.661
42492978	2	10	7	1	3	4	2772	2	8.885e-07	1.2826	497.317	696.464	-319.156
42446271	3	20	7	1	5	3	1999	3	6.036e-09	1.05252	706.006	450.008	222.854
42512451	2	10	7	1	5	2	2014	1	6.045e-09	0.545421	760.468	482.998	240.706
42392893	3	20	7	1	5	3	713	4	1.978e-08	1.50627	686.478	431.863	-76.2157
42557314	2	10	7	1	5	4	1644	2	4.175e-08	1.39792	777.587	554.006	-206.015
42518163	3	20	7	1	1	2	617	4	9.856e-08	1.46871	285.41	894.678	-71.2453
42518163	7	20	7	1	1	2	621	4	9.856e-08	0.576805	283.688	897.819	-70.9212
42388985	2	20	7	1	5	4	1161	4	2.817e-08	0.606464	666.251	444.477	-123.135
42388986	6	20	7	1	5	4	1160	2	2.817e-08	0.149281	665.918	445.887	-121.451
42606129	3	20	7	1	2	1	4753	4	1.432e-07	0.984224	417.917	721.953	-594.365
42606129	5	20	7	1	2	1	4817	4	1.432e-07	0.810556	416.821	721.52	-594.943
42606129	8	20	7	1	2	1	4813	4	1.432e-07	0.234247	414.985	720.798	-595.823
42569194	3	20	7	1	3	2	4679	3	3.78e-09	0.67327	512.509	631.006	563.973
42463781	2	10	7	1	5	7	3018	1	4.943e-09	1.328	646.177	500.578	341.524
42463781	6	10	7	1	5	7	3082	1	4.943e-09	0.505564	646.859	502.579	343.939
42593474	2	10	7	1	5	6	3046	1	4.931e-09	0.890732	738.399	571.719	389.636
42510181	2	10	7	1	5	3	1570	1	7.581e-09	1.41053	756.605	506.411	189.865
42510182	5	10	7	1	5	3	1634	1	7.581e-09	0.762337	754.781	506.519	191.637
42510182	7	10	7	1	5	3	1630	1	7.581e-09	0.370494	753.763	506.585	192.717
42477972	2	10	7	1	1	1	1627	3	1.912e-08	0.140488	287.924	830.97	185.558
42413092	3	20	7	1	1	2	1607	3	1.906e-08	1.03196	265.67	768.306	171.817
42467326	3	20	7	1	2	8	285	4	7.389e-08	1.46264	313.247	828.886	-34.4071
42467327	8	20	7	1	2	8	349	4	7.389e-08	0.479238	310.583	828.467	-37.2112
42612033	3	20	7	1	5	5	5003	3	2.886e-09	1.40066	674.913	469.575	624.067
42612034	9	20	7	1	5	5	5067	3	2.886e-09	0.31679	671.888	470.012	627.181
42613004	3	20	7	1	5	5	5003	3	2.882e-09	1.41906	674.924	469.332	621.89
42528130	3	20	7	1	1	2	3665	4	1.871e-07	0.816668	270.676	800.055	-437.576
42524467	3	20	7	1	5	1	3915	3	3.515e-09	1.4602	715.396	410.577	459.287
42524468	11	20	7	1	5	1	3851	3	3.515e-09	0.106035	714.029	412.918	454.477
42783135	2	10	7	1	4	1	5786	1	2.631e-09	1.08973	665.691	578.724	817.467
42690113	2	10	7	1	5	5	5772	2	1.084e-07	1.38823	666.652	471.654	-754.761
42420830	2	10	7	1	4	8	1928	2	1.626e-07	1.43932	533.176	614.199	-207.843
42561966	3	20	7	1	3	6	4429	4	1.863e-07	0.596233	462.111	687.2	-530.46
42561966	5	20	7	1	3	6	4365	4	1.863e-07	0.578016	461.974	688.026	-529.811
42428728	2	20	7	1	5	8	2630	1	6.029e-09	0.317671	619.738	505.147	286.022
42411008	3	20	7	1	2	8	1927	3	1.586e-08	1.55704	297.867	749.871	204.073
42411008	5	20	7	1	2	8	1863	3	1.586e-08	1.4755	297.077	751.869	204.044
42668832	3	20	7	1	1	7	5329	4	3.946e-08	1.44596	181.418	821.349	-688.971
42506618	2	10	7	1	5	5	3596	2	6.189e-06	1.43691	673.195	478.296	-420.109
42495432	3	20	7	1	4	6	3403	3	5.426e-09	1.31617	573.105	597.091	391.982
42415284	2	10	7	1	4	6	1484	2	8.967e-08	1.20666	562.709	595.104	-162.623
42413679	2	10	7	1	4	6	1484	2	9.031e-08	0.836828	562.769	594.092	-163.288
42476056	3	20	7	1	5	6	731	3	1.269e-08	1.29589	712.142	532.719	82.011
42433823	3	20	7	1	2	5	2186	1	1.314e-08	0.661935	337.312	749.038	243.394
42515864	2	10	7	1	3	6	3598	1	6.172e-09	1.09573	457.788	698.796	423.994
42396043	3	20	7	1	5	8	263	3	1.714e-08	1.08414	636.875	505.059	27.6978
42461487	2	10	7	1	3	8	3270	1	7.409e-09	0.442363	416.159	687.838	363.118
42485935	2	10	7	1	4	1	2199	3	7.564e-09	1.36207	660.138	568.371	257.618
42484271	3	20	7	1	2	1	2894	1	8.911e-09	1.29995	409.158	735.259	334.357
42517873	2	10	7	1	5	3	3157	4	6.331e-07	0.865405	720.938	470.858	-369.58
42517873	5	10	7	1	5	3	3093	4	6.331e-07	0.545143	722.042	470.51	-368.936
42517874	10	10	7	1	5	3	3097	4	6.331e-07	0.0540179	723.916	470.007	-367.822
42660040	3	20	7	1	5	3	5265	4	1.578e-07	0.416187	709.205	451.766	-677.35
42473647	2	10	7	1	4	7	3018	1	6.63e-09	0.931564	555.137	614.108	342.576
42543389	3	20	7	1	4	6	3034	1	6.602e-09	0.838925	597.214	656.986	370.195
42543391	15	20	7	1	4	6	3034	1	6.602e-09	0.00698328	596.28	653.817	371.308
42519402	3	20	7	1	1	5	2080	2	1.863e-06	0.984279	209.737	880.773	-249.242
