 12.631	 1.20663	  5.109e-11	  0.0120	 -0.0607	 -0.1127	 0.720009	 0.005512	-0.693942
 12.631	 1.20663	  5.106e-11	  0.0628	 -0.0605	 -0.1116	 0.720009	 0.005512	-0.693942
 12.630	 1.20663	  5.114e-11	 -0.0448	 -0.0611	 -0.0897	 0.720009	 0.005512	-0.693942
 12.631	 1.20663	  5.106e-11	  0.0683	 -0.0605	 -0.0978	 0.720009	 0.005512	-0.693942
 12.631	 1.20663	  1.519e-11	 -0.0988	 -0.0599	  0.0224	-0.720009	 0.005512	 0.693942
 12.631	 1.20663	  2.949e-11	  0.0434	 -0.0597	  0.0903	 0.093477	 0.005512	 0.995606
 12.631	 1.20663	  1.517e-11	 -0.0863	 -0.0594	  0.0532	-0.720009	 0.005512	 0.693942
 12.631	 1.20663	  2.950e-11	 -0.0015	 -0.0599	  0.1085	 0.093477	 0.005512	 0.995606
 12.631	 1.20663	  1.517e-11	 -0.0849	 -0.0594	  0.0567	-0.720009	 0.005512	 0.693942
 12.631	 1.20663	  2.950e-11	  0.0009	 -0.0599	  0.1075	 0.093477	 0.005512	 0.995606
 12.631	 1.20663	  1.518e-11	 -0.0925	 -0.0597	  0.0381	-0.720009	 0.005512	 0.693942
 12.631	 1.20663	  2.950e-11	  0.0256	 -0.0598	  0.0975	 0.093477	 0.005512	 0.995606
 12.631	 1.20663	  1.080e-10	  0.0563	 -0.0605	 -0.1275	 0.720009	 0.005512	-0.693942
 12.630	 1.20663	  1.081e-10	 -0.0126	 -0.0609	 -0.1028	 0.720009	 0.005512	-0.693942
 12.631	 1.20663	  1.080e-10	  0.0062	 -0.0608	 -0.1104	 0.720009	 0.005512	-0.693942
 12.631	 1.20663	  1.080e-10	  0.0589	 -0.0605	 -0.1213	 0.720009	 0.005512	-0.693942
 12.631	 1.20663	  7.846e-10	  0.0716	 -0.0545	 -0.0898	 0.946065	 0.294768	-0.134435
 12.631	 1.20663	  6.841e-10	  0.0672	 -0.0900	 -0.1006	 0.942771	-0.301417	-0.142589
 12.631	 1.20663	  6.841e-10	  0.0703	 -0.0731	 -0.0928	 0.942771	-0.301417	-0.142589
 12.631	 1.20663	  7.846e-10	  0.0695	 -0.0435	 -0.0948	 0.946065	 0.294768	-0.134435
 12.631	 1.20663	  1.088e-10	  0.1207	 -0.0599	  0.0317	 0.666288	 0.005512	 0.745674
 12.631	 1.20663	  1.088e-10	  0.1036	 -0.0599	  0.0660	 0.666288	 0.005512	 0.745674
 12.630	 1.20663	  1.658e-11	 -0.0495	 -0.0611	 -0.0879	-0.991484	 0.005512	-0.130110
 12.631	 1.20663	  1.088e-10	  0.1207	 -0.0599	  0.0318	 0.666288	 0.005512	 0.745674
 12.631	 1.20663	  1.088e-10	  0.0973	 -0.0602	 -0.0261	 0.666288	 0.005512	 0.745674
 12.631	 1.20663	  1.655e-11	 -0.0276	 -0.0602	 -0.0967	-0.991484	 0.005512	-0.130110
 12.631	 1.20663	  1.655e-11	 -0.0311	 -0.0603	 -0.0953	-0.991484	 0.005512	-0.130110
 12.631	 1.20663	  1.657e-11	 -0.0401	 -0.0607	 -0.0916	-0.991484	 0.005512	-0.130110
 12.631	 1.20663	  4.590e-11	 -0.0007	  0.1000	 -0.0251	 0.116774	 0.927215	 0.355860
 12.631	 1.20663	  7.982e-11	  0.0677	 -0.1000	 -0.0534	 0.481260	-0.666557	 0.569289
 12.631	 1.20663	  4.489e-11	 -0.0307	 -0.1000	 -0.0718	 0.106557	-0.926852	 0.359988
 12.631	 1.20663	  4.486e-11	  0.0175	 -0.1000	 -0.0717	 0.106557	-0.926852	 0.359988
 12.631	 1.20663	  7.987e-11	  0.0197	 -0.1000	 -0.0535	 0.481260	-0.666557	 0.569289
 12.631	 1.20663	  8.231e-11	  0.0729	 -0.0599	 -0.0865	 0.488610	 0.668060	 0.561210
 12.631	 1.20663	  4.589e-11	  0.0163	  0.1000	 -0.0252	 0.116774	 0.927215	 0.355860
 12.631	 1.20663	  8.225e-11	  0.0926	 -0.0020	 -0.0378	 0.488610	 0.668060	 0.561210
 12.631	 1.20663	  3.351e-10	  0.0660	 -0.0785	 -0.1037	 0.858603	-0.373714	-0.350911
 12.631	 1.20663	  3.351e-10	  0.0691	 -0.0701	 -0.0959	 0.858603	-0.373714	-0.350911
 12.631	 1.20663	  3.581e-10	  0.0716	 -0.0574	 -0.0898	 0.862733	 0.373661	-0.340688
 12.631	 1.20663	  3.581e-10	  0.0561	 -0.0161	 -0.1280	 0.862733	 0.373661	-0.340688
 12.631	 1.20663	  1.715e-10	  0.0725	 -0.0605	 -0.0876	 0.720009	 0.005512	-0.693942
 12.631	 1.20663	  1.715e-10	  0.0700	 -0.0605	 -0.0937	 0.720009	 0.005512	-0.693942
 12.631	 1.20663	  1.715e-10	  0.0707	 -0.0605	 -0.0919	 0.720009	 0.005512	-0.693942
 12.630	 1.20663	  1.717e-10	 -0.0369	 -0.0611	 -0.0930	 0.720009	 0.005512	-0.693942
 12.631	 1.20663	  6.100e-10	  0.1004	 -0.0602	 -0.0183	 0.902973	 0.005512	 0.429661
 12.631	 1.20663	  2.566e-11	  0.0266	 -0.0603	 -0.1186	-0.720609	 0.005512	-0.693320
 12.631	 1.20663	  6.103e-10	  0.0777	 -0.0604	 -0.0746	 0.902973	 0.005512	 0.429661
 12.631	 1.20663	  6.100e-10	  0.0997	 -0.0602	 -0.0201	 0.902973	 0.005512	 0.429661
 12.630	 1.20663	  2.570e-11	 -0.0408	 -0.0610	 -0.0914	-0.720609	 0.005512	-0.693320
 12.631	 1.20663	  2.568e-11	  0.0027	 -0.0605	 -0.1090	-0.720609	 0.005512	-0.693320
 12.631	 1.20663	  6.100e-10	  0.1015	 -0.0602	 -0.0156	 0.902973	 0.005512	 0.429661
 12.631	 1.20663	  2.566e-11	  0.0228	 -0.0603	 -0.1171	-0.720609	 0.005512	-0.693320
 12.631	 1.20663	  2.254e-10	  0.0746	 -0.0640	 -0.0824	 0.773280	-0.381736	 0.506276
 12.631	 1.20663	  2.254e-10	  0.0844	 -0.0824	 -0.0581	 0.773280	-0.381736	 0.506276
 12.631	 1.20663	  2.350e-10	  0.0947	 -0.0185	 -0.0325	 0.777501	 0.385551	 0.496833
 12.631	 1.20663	  2.350e-10	  0.0824	 -0.0420	 -0.0630	 0.777501	 0.385551	 0.496833
 12.631	 1.20663	  3.959e-11	 -0.0117	 -0.1000	 -0.0899	-0.136956	-0.987756	-0.074701
 12.630	 1.20663	  3.962e-11	 -0.0494	 -0.0744	 -0.0879	-0.136956	-0.987756	-0.074701
 12.631	 1.20663	  4.032e-11	 -0.0114	  0.1000	 -0.0990	-0.126057	 0.989260	-0.073994
 12.631	 1.20663	  4.031e-11	  0.0171	  0.1000	 -0.0990	-0.126057	 0.989260	-0.073994
 12.631	 1.20663	  4.044e-11	 -0.0928	 -0.0604	  0.0372	-0.325307	 0.005512	 0.945593
 12.631	 1.20663	  4.043e-11	 -0.0874	 -0.0603	  0.0506	-0.325307	 0.005512	 0.945593
 12.631	 1.20663	  4.040e-11	 -0.0720	 -0.0599	  0.0887	-0.325307	 0.005512	 0.945593
 12.631	 1.20663	  4.035e-11	 -0.0080	 -0.0594	  0.1111	-0.325307	 0.005512	 0.945593
 12.631	 1.20663	  3.316e-10	  0.0556	 -0.0299	 -0.1293	 0.808638	 0.347677	-0.474578
